"ResponseId","Gender","Age","Country","Country_6_TEXT","Race","Race_7_TEXT","Ethnicity","Ethnicity_5_TEXT","trial_names","item","values","stim_id","SES","SES_id"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH2MC","MC","financial manager",2,"high","high_2"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH3","1","4",3,"high","high_3"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH3","2","3",3,"high","high_3"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH3","3","4",3,"high","high_3"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH3","4","4",3,"high","high_3"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH3","5","4",3,"high","high_3"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH3","6","4",3,"high","high_3"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH3","7","4",3,"high","high_3"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH3","8","3",3,"high","high_3"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH3","9","4",3,"high","high_3"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH3","10","3",3,"high","high_3"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH3MC","MC","business executive",3,"high","high_3"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH4","1","4",4,"high","high_4"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH4","2","4",4,"high","high_4"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH4","3","4",4,"high","high_4"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH4","4","3",4,"high","high_4"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH4","5","4",4,"high","high_4"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH4","6","4",4,"high","high_4"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH4","7","4",4,"high","high_4"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH4","8","4",4,"high","high_4"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH4","9","4",4,"high","high_4"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH4","10","3",4,"high","high_4"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH4MC","MC","lawyer",4,"high","high_4"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH5","1","3",5,"high","high_5"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH5","2","4",5,"high","high_5"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH5","3","4",5,"high","high_5"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH5","4","4",5,"high","high_5"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH5","5","4",5,"high","high_5"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH5","6","4",5,"high","high_5"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH5","7","3",5,"high","high_5"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH5","8","4",5,"high","high_5"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH5","9","2",5,"high","high_5"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH5","10","3",5,"high","high_5"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH5MC","MC","software developer",5,"high","high_5"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH6","1","3",6,"high","high_6"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH6","2","4",6,"high","high_6"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH6","3","4",6,"high","high_6"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH6","4","4",6,"high","high_6"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH6","5","4",6,"high","high_6"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH6","6","4",6,"high","high_6"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH6","7","4",6,"high","high_6"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH6","8","3",6,"high","high_6"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH6","9","3",6,"high","high_6"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH6","10","4",6,"high","high_6"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH6MC","MC","sales supervisor",6,"high","high_6"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH7","1","3",7,"high","high_7"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH7","2","4",7,"high","high_7"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH7","3","4",7,"high","high_7"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH7","4","4",7,"high","high_7"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH7","5","4",7,"high","high_7"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH7","6","4",7,"high","high_7"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH7","7","4",7,"high","high_7"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH7","8","4",7,"high","high_7"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH7","9","2",7,"high","high_7"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH7","10","4",7,"high","high_7"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH7MC","MC","IT pro",7,"high","high_7"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH8","1","3",8,"high","high_8"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH8","2","4",8,"high","high_8"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH8","3","4",8,"high","high_8"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH8","4","4",8,"high","high_8"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH8","5","4",8,"high","high_8"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH8","6","4",8,"high","high_8"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH8","7","3",8,"high","high_8"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH8","8","4",8,"high","high_8"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH8","9","4",8,"high","high_8"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH8","10","3",8,"high","high_8"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH8MC","MC","surgeon",8,"high","high_8"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH9","1","4",9,"high","high_9"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH9","2","4",9,"high","high_9"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH9","3","3",9,"high","high_9"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH9","4","4",9,"high","high_9"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH9","5","4",9,"high","high_9"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH9","6","4",9,"high","high_9"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH9","7","4",9,"high","high_9"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH9","8","2",9,"high","high_9"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH9","9","3",9,"high","high_9"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH9","10","4",9,"high","high_9"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH9MC","MC","engineer",9,"high","high_9"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH10","1","2",10,"high","high_10"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH10","2","4",10,"high","high_10"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH10","3","4",10,"high","high_10"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH10","4","4",10,"high","high_10"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH10","5","4",10,"high","high_10"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH10","6","4",10,"high","high_10"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH10","7","3",10,"high","high_10"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH10","8","4",10,"high","high_10"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH10","9","2",10,"high","high_10"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH10","10","3",10,"high","high_10"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wH10MC","MC","Pharmacist",10,"high","high_10"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL11","1","3",11,"low","low_11"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL11","2","4",11,"low","low_11"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL11","3","4",11,"low","low_11"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL11","4","4",11,"low","low_11"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL11","5","3",11,"low","low_11"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL11","6","4",11,"low","low_11"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL11","7","3",11,"low","low_11"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL11","8","4",11,"low","low_11"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL11","9","3",11,"low","low_11"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL11","10","2",11,"low","low_11"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL11MC","MC","cook",11,"low","low_11"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL12","1","4",12,"low","low_12"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL12","2","4",12,"low","low_12"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL12","3","4",12,"low","low_12"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL12","4","4",12,"low","low_12"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL12","5","4",12,"low","low_12"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL12","6","4",12,"low","low_12"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL12","7","3",12,"low","low_12"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL12","8","4",12,"low","low_12"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL12","9","3",12,"low","low_12"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL12","10","3",12,"low","low_12"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL12MC","MC","dishwasher",12,"low","low_12"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL13","1","4",13,"low","low_13"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL13","2","3",13,"low","low_13"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL13","3","4",13,"low","low_13"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL13","4","4",13,"low","low_13"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL13","5","4",13,"low","low_13"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL13","6","3",13,"low","low_13"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL13","7","4",13,"low","low_13"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL13","8","4",13,"low","low_13"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL13","9","3",13,"low","low_13"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL13","10","4",13,"low","low_13"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL13MC","MC","waiter",13,"low","low_13"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL14","1","3",14,"low","low_14"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL14","2","3",14,"low","low_14"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL14","3","4",14,"low","low_14"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL14","4","4",14,"low","low_14"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL14","5","4",14,"low","low_14"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL14","6","3",14,"low","low_14"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL14","7","4",14,"low","low_14"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL14","8","4",14,"low","low_14"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL14","9","2",14,"low","low_14"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL14","10","4",14,"low","low_14"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL14MC","MC","cashier",14,"low","low_14"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL15","1","4",15,"low","low_15"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL15","2","3",15,"low","low_15"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL15","3","4",15,"low","low_15"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL15","4","4",15,"low","low_15"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL15","5","4",15,"low","low_15"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL15","6","4",15,"low","low_15"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL15","7","3",15,"low","low_15"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL15","8","4",15,"low","low_15"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL15","9","2",15,"low","low_15"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL15","10","3",15,"low","low_15"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL15MC","MC","janitor",15,"low","low_15"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL16","1","3",16,"low","low_16"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL16","2","3",16,"low","low_16"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL16","3","4",16,"low","low_16"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL16","4","4",16,"low","low_16"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL16","5","4",16,"low","low_16"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL16","6","4",16,"low","low_16"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL16","7","4",16,"low","low_16"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL16","8","3",16,"low","low_16"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL16","9","4",16,"low","low_16"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL16","10","3",16,"low","low_16"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL16MC","MC","truck driver",16,"low","low_16"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL17","1","4",17,"low","low_17"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL17","2","4",17,"low","low_17"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL17","3","4",17,"low","low_17"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL17","4","2",17,"low","low_17"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL17","5","4",17,"low","low_17"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL17","6","2",17,"low","low_17"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL17","7","4",17,"low","low_17"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL17","8","4",17,"low","low_17"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL17","9","3",17,"low","low_17"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL17","10","4",17,"low","low_17"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL17MC","MC","Taxi driver",17,"low","low_17"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL18","1","4",18,"low","low_18"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL18","2","4",18,"low","low_18"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL18","3","4",18,"low","low_18"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL18","4","4",18,"low","low_18"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL18","5","4",18,"low","low_18"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL18","6","3",18,"low","low_18"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL18","7","4",18,"low","low_18"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL18","8","4",18,"low","low_18"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL18","9","4",18,"low","low_18"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL18","10","3",18,"low","low_18"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL18MC","MC","farm laborer",18,"low","low_18"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL19","1","2",19,"low","low_19"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL19","2","2",19,"low","low_19"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL19","3","4",19,"low","low_19"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL19","4","4",19,"low","low_19"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL19","5","2",19,"low","low_19"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL19","6","4",19,"low","low_19"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL19","7","2",19,"low","low_19"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL19","8","2",19,"low","low_19"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL19","9","3",19,"low","low_19"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL19","10","2",19,"low","low_19"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL19MC","MC","telemarketer",19,"low","low_19"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL20","1","1",20,"low","low_20"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL20","2","2",20,"low","low_20"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL20","3","3",20,"low","low_20"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL20","4","2",20,"low","low_20"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL20","5","3",20,"low","low_20"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL20","6","3",20,"low","low_20"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL20","7","2",20,"low","low_20"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL20","8","2",20,"low","low_20"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL20","9","4",20,"low","low_20"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL20","10","3",20,"low","low_20"
"R_dbXG1cndyliDaJr","1","42","4","","6","","1","","wL20MC","MC","roofer",20,"low","low_20"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL1","1","4",1,"low","low_1"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL1","2","1",1,"low","low_1"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL1","3","4",1,"low","low_1"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL1","4","1",1,"low","low_1"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL1","5","3",1,"low","low_1"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL1","6","4",1,"low","low_1"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL1","7","1",1,"low","low_1"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL1","8","1",1,"low","low_1"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL1","9","3",1,"low","low_1"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL1","10","3",1,"low","low_1"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL1MC","MC","cook",1,"low","low_1"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL2","1","2",2,"low","low_2"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL2","2","3",2,"low","low_2"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL2","3","3",2,"low","low_2"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL2","4","4",2,"low","low_2"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL2","5","4",2,"low","low_2"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL2","6","3",2,"low","low_2"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL2","7","3",2,"low","low_2"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL2","8","1",2,"low","low_2"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL2","9","1",2,"low","low_2"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL2","10","3",2,"low","low_2"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL2MC","MC","dishwasher",2,"low","low_2"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL3","1","1",3,"low","low_3"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL3","2","3",3,"low","low_3"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL3","3","4",3,"low","low_3"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL3","4","2",3,"low","low_3"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL3","5","3",3,"low","low_3"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL3","6","2",3,"low","low_3"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL3","7","3",3,"low","low_3"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL3","8","4",3,"low","low_3"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL3","9","1",3,"low","low_3"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL3","10","1",3,"low","low_3"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL3MC","MC","waiter",3,"low","low_3"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL4","1","3",4,"low","low_4"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL4","2","3",4,"low","low_4"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL4","3","3",4,"low","low_4"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL4","4","3",4,"low","low_4"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL4","5","2",4,"low","low_4"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL4","6","2",4,"low","low_4"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL4","7","3",4,"low","low_4"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL4","8","1",4,"low","low_4"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL4","9","1",4,"low","low_4"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL4","10","1",4,"low","low_4"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL4MC","MC","cashier",4,"low","low_4"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL5","1","4",5,"low","low_5"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL5","2","4",5,"low","low_5"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL5","3","1",5,"low","low_5"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL5","4","3",5,"low","low_5"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL5","5","1",5,"low","low_5"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL5","6","2",5,"low","low_5"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL5","7","3",5,"low","low_5"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL5","8","1",5,"low","low_5"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL5","9","3",5,"low","low_5"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL5","10","4",5,"low","low_5"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL5MC","MC","janitor",5,"low","low_5"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL6","1","2",6,"low","low_6"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL6","2","3",6,"low","low_6"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL6","3","4",6,"low","low_6"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL6","4","2",6,"low","low_6"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL6","5","1",6,"low","low_6"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL6","6","1",6,"low","low_6"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL6","7","3",6,"low","low_6"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL6","8","1",6,"low","low_6"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL6","9","4",6,"low","low_6"
"R_1I4amYkCBzEXegv","1","30","4","","3","","1","","wL6","10","1",6,"low","low_6"
